Timestep,Duration,AL,AT,AR,BL,BT,BR,CL,CT,CR,DL,DT,DR
907.4,15,r,r,r,r,r,r,r,r,r,g,g,g
922.4,3,r,r,r,r,r,r,r,r,r,y,g,g
925.4,2,r,r,r,r,r,r,r,r,r,r,g,g
927.4,75,r,r,r,r,g,g,r,r,r,r,g,g
1002.4,3,r,r,r,r,g,g,r,r,r,r,y,y
1005.4,2,r,r,r,r,g,g,r,r,r,r,r,r
1007.4,25,r,r,r,g,g,g,r,r,r,r,r,r
1032.4,3,r,r,r,y,y,y,r,r,r,r,r,r
1035.4,2,r,r,r,r,r,r,r,r,r,r,r,r
1037.4,43,g,g,g,r,r,r,g,g,g,r,r,r
1080.4,3,y,y,y,r,r,r,y,y,y,r,r,r
1083.4,4,r,r,r,r,r,r,r,r,r,r,r,r
1087.4,15,r,r,r,r,r,r,r,r,r,g,g,g
1102.4,3,r,r,r,r,r,r,r,r,r,y,g,g
1105.4,2,r,r,r,r,r,r,r,r,r,r,g,g
1107.4,75,r,r,r,r,g,g,r,r,r,r,g,g
1182.4,3,r,r,r,r,g,g,r,r,r,r,y,y
1185.4,2,r,r,r,r,g,g,r,r,r,r,r,r
1187.4,25,r,r,r,g,g,g,r,r,r,r,r,r
1212.4,3,r,r,r,y,y,y,r,r,r,r,r,r
1215.4,2,r,r,r,r,r,r,r,r,r,r,r,r
1217.4,43,g,g,g,r,r,r,g,g,g,r,r,r
1260.4,3,y,y,y,r,r,r,y,y,y,r,r,r
1263.4,4,r,r,r,r,r,r,r,r,r,r,r,r
1267.4,15,r,r,r,r,r,r,r,r,r,g,g,g
1282.4,3,r,r,r,r,r,r,r,r,r,y,g,g
1285.4,2,r,r,r,r,r,r,r,r,r,r,g,g
1287.4,48.6,r,r,r,r,g,g,r,r,r,r,g,g
